,tags,changeset,lon,version,id,timestamp,lat,addr:city,addr:country,addr:housenumber,addr:postcode,addr:street,email,name,opening_hours,operator,phone,url,website,amenity,building,drinking_water,fountain,gambling,internet_access,office,source,start_date,wikipedia,geometry,osm_type,addr:housename,addr:place,building:levels,landuse
121,,0.0,12.565271,1,1601383258,1327251012,41.943928,,,,,,,CineClub Podere Rosa,,,,,,cinema,,,,,,,,,,POINT (12.565271377563477 41.94392776489258),node,,,,
122,,0.0,12.891293,3,1631259470,1608980460,42.023922,,,,,,,Il Fontanile,,,,,,fountain,,,,,,,,,,POINT (12.891292572021484 42.023921966552734),node,,,,
123,,0.0,12.582047,2,1635702538,1431973781,41.936424,Roma,IT,173,00156,Via del Casale di San Basilio,,,,Royale Intralot,,,,gambling,,,,slot_machines; betting,,,,,,POINT (12.582047462463379 41.936424255371094),node,,,,
124,,0.0,12.807251,3,1643006527,1517169167,42.027557,,,,,,,di Macchiamiccia,,,,,,fountain,,,,,,,,,,POINT (12.8072509765625 42.027557373046875),node,,,,
125,,0.0,12.807209,3,1643006915,1533300535,42.026695,,,,,,,Le Fontanelle,,,,,,fountain,,,,,,,,,,POINT (12.807209014892578 42.026695251464844),node,,,,
126,"{""culture"":""theatre"",""fixme"":""unsure about phone""}",0.0,12.489737,5,1646269932,1631460519,41.862003,Roma,IT,15,,Piazza Giovanni da Triora,,Teatro Garbatella,,,+39 06 81173900,,https://www.teatrogarbatella.it,theatre,,,,,,,,,,POINT (12.489736557006836 41.862003326416016),node,,,,
127,,0.0,12.426853,1,1658061139,1330807020,41.89591,,,,,,,,,,,,,fountain,,,,,,,,,,POINT (12.42685317993164 41.89590835571289),node,,,,
128,,0.0,12.590339,1,1658085891,1330807768,41.852844,,,,,,,,,,,,,fountain,,,,,,,,,,POINT (12.590338706970215 41.85284423828125),node,,,,
129,,0.0,12.849293,2,1662422500,1333554348,42.02105,,,,,,,Longarina,,,,,,fountain,,,,,,,,,,POINT (12.849292755126953 42.02104949951172),node,,,,
130,"{""studio"":""video""}",0.0,12.588497,2,1665681807,1519565852,41.906494,,,,,,,TVR Voxson,,,,,,studio,,,,,,,,,,POINT (12.588497161865234 41.906494140625),node,,,,
131,"{""wheelchair"":""yes"",""wheelchair:description"":""comoda con parcheggio"",""wikidata"":""Q76961360""}",0.0,12.411025,5,1677985662,1586069318,41.922577,Roma,IT,590,00168,Via di Torrevecchia,,Centro commerciale il fontanile,,,,,,fountain,,,,,,,,,,POINT (12.411025047302246 41.922576904296875),node,,,,
132,"{""height"":""6.8""}",0.0,12.444947,2,1686436617,1555257932,41.886913,,,,,,,,,,,,,fountain,,,,,,,,,,POINT (12.444947242736816 41.88691329956055),node,,,,
133,,0.0,12.840368,1,1689082339,1332615757,42.010567,,,,,,,,,,,,,fountain,,,,,,,,,,POINT (12.840368270874023 42.01056671142578),node,,,,
134,,0.0,12.524725,2,1692548828,1339806279,41.872326,,,,,,,,,,,,,fountain,,,,,,,,,,POINT (12.524724960327148 41.8723258972168),node,,,,
135,,0.0,12.52362,1,1692548921,1332804709,41.872665,,,,,,,,,,,,,fountain,,,,,,,,,,POINT (12.523619651794434 41.87266540527344),node,,,,
136,,0.0,12.542776,1,1694622850,1332935468,41.779617,,,,,,,,,,,,,fountain,,,,,,,,,,POINT (12.542776107788086 41.77961730957031),node,,,,
137,,0.0,12.773386,1,1697361580,1333092252,42.10488,,,,,,,Fontalinetti,,,,,,fountain,,,,,,,,,,POINT (12.773386001586914 42.104881286621094),node,,,,
138,,0.0,12.788039,1,1697405050,1333094126,42.13491,,,,,,,,,,,,,fountain,,,,,,,,,,POINT (12.788039207458496 42.134910583496094),node,,,,
139,,0.0,12.819957,2,1697465513,1611427154,42.141678,,,,,,,Fonte Cimacroce,,,,,,fountain,,,,,,,,,,POINT (12.81995677947998 42.14167785644531),node,,,,
140,,0.0,12.565793,1,1701670092,1333573159,41.88224,,,,,,,Brodway,,,,,,cinema,,,,,,,,,,POINT (12.56579303741455 41.882240295410156),node,,,,
141,,0.0,12.777654,1,1703553601,1333666650,42.053757,,,,,,,,,,,,,fountain,,,,,,,,,,POINT (12.777653694152832 42.05375671386719),node,,,,
142,,0.0,12.770241,1,1706086786,1333820457,42.080425,,,,,,,,,,,,,fountain,,,,,,,,,,POINT (12.770240783691406 42.08042526245117),node,,,,
143,,0.0,12.765633,1,1707283262,1333901148,42.073475,,,,,,,,,,,,,fountain,,,,,,,,,,POINT (12.765632629394531 42.0734748840332),node,,,,
144,,0.0,12.839791,1,1711758985,1334167423,42.011345,,,,,,,,,,,,,fountain,,,,,,,,,,POINT (12.839791297912598 42.01134490966797),node,,,,
145,,0.0,12.767026,1,1723632140,1334902441,42.06743,,,,,,,,,,,,,fountain,,,,,,,,,,POINT (12.7670259475708 42.06742858886719),node,,,,
146,,0.0,12.765512,1,1723632197,1334902443,42.066956,,,,,,,,,,,,,fountain,,,,,,,,,,POINT (12.765512466430664 42.06695556640625),node,,,,
147,,0.0,12.765228,1,1723642655,1334904687,42.072655,,,,,,,,,,,,,fountain,,,,,,,,,,POINT (12.765228271484375 42.072654724121094),node,,,,
148,,0.0,12.5748625,4,1725187004,1381929355,41.93985,Roma,IT,18,00156,Via Antonio Provolo,,Papillon' 80,,PAPILLON 80 SOCIETA' A RESPONSABILITA' LIMITATA,+39 06 41222210,,,gambling,,,,slot_machines; betting,,,,,,POINT (12.574862480163574 41.939849853515625),node,,,,
149,,0.0,12.574844,4,1725187005,1381929355,41.939804,Roma,IT,20,00156,Via Antonio Provolo,,Papillon' 80,,PAPILLON 80 SOCIETA' A RESPONSABILITA' LIMITATA,+39 06 41222210,,,gambling,,,,slot_machines; betting,,,,,,POINT (12.574844360351562 41.93980407714844),node,,,,
150,,0.0,12.574828,4,1725187006,1381929354,41.93976,Roma,IT,22,00156,Via Antonio Provolo,,Papillon' 80,,PAPILLON 80 SOCIETA' A RESPONSABILITA' LIMITATA,+39 06 41222210,,,gambling,,,,slot_machines; betting,,,,,,POINT (12.574828147888184 41.93975830078125),node,,,,
151,,0.0,12.9010515,1,1726878083,1335116251,42.07397,,,,,,,,,,,,,fountain,,,,,,,,,,POINT (12.90105152130127 42.073970794677734),node,,,,
152,"{""ele"":""763""}",0.0,12.966579,3,1729270799,1610621508,42.06415,,,,,,,Fonte Raziosa,,,,,,fountain,,,,,,,,,,POINT (12.96657943725586 42.064151763916016),node,,,,
153,,0.0,12.957803,1,1729271025,1335292356,42.06324,,,,,,,,,,,,,fountain,,,,,,,,,,POINT (12.957802772521973 42.06324005126953),node,,,,
154,,0.0,12.915362,1,1729693756,1335309494,42.095844,,,,,,,,,,,,,fountain,,,,,,,,,,POINT (12.915362358093262 42.09584426879883),node,,,,
155,"{""image"":""File:Piazza Mazzini, Percile, Italia Jun 29, 2021 12-09-49 PM.jpeg""}",0.0,12.9103565,4,1729693839,1625004226,42.094475,,,,,,,,,,,,,fountain,,yes,drinking,,,,,,,POINT (12.910356521606445 42.09447479248047),node,,,,
156,,0.0,12.517939,1,1735135918,1335702208,42.235893,,,,,,,,,,,,,fountain,,,,,,,,,,POINT (12.517938613891602 42.23589324951172),node,,,,
157,,0.0,12.838696,2,1737462919,1611344917,42.13426,,,,,,,,,,,,,fountain,,,,,,,,,,POINT (12.838695526123047 42.13425827026367),node,,,,
158,"{""studio"":""video""}",0.0,12.54778,2,1739318169,1555273744,41.940605,,,,,,,Centro di Produzione TV,,Dear,,,,studio,,,,,,,,,,POINT (12.54778003692627 41.94060516357422),node,,,,
159,,0.0,12.906711,3,1743375544,1611009846,42.096874,,,,,,,Fonte Aliucci,,,,,,fountain,,,,,,,,,,POINT (12.906710624694824 42.09687423706055),node,,,,
160,"{""level"":""1"",""wheelchair"":""no""}",0.0,12.436533,8,1745057197,1592907037,41.842934,Roma,,328,00148,Via del Trullo,,C.S.O. Ricomincio dal faro,,,,,,community_centre,,,,,,,,,,POINT (12.436532974243164 41.842933654785156),node,,,,
161,,0.0,12.807616,1,1750031852,1336849250,42.13389,,,,,,,,,,,,,fountain,,,,,,,,,,POINT (12.807616233825684 42.133888244628906),node,,,,
162,,0.0,12.456389,1,1754895755,1337175308,41.898777,,,,,,,Teatro Ghione,,,,,,theatre,,,,,,,,,,POINT (12.456389427185059 41.89877700805664),node,,,,
163,"{""wheelchair"":""no""}",0.0,12.45909,2,1756284049,1571405329,41.908726,,,,,,,Teatro Prati,,,,,,theatre,,,,,,,,,,POINT (12.459090232849121 41.90872573852539),node,,,,
164,,0.0,12.526272,2,1759856900,1337529974,41.889816,,,,,,,Cineclub Kino,,,,,,cinema,,,,,,,,,,POINT (12.52627182006836 41.88981628417969),node,,,,
165,"{""wheelchair"":""yes""}",0.0,12.490426,3,1793865801,1397934455,41.86507,Roma,IT,16,,Via Rocco da Cesinale,,"Spazio Anarchico ""19 luglio""",,,,,,theatre,,,,,,,,,,POINT (12.490426063537598 41.86507034301758),node,,,,
166,,0.0,12.928499,1,1805687115,1340932798,41.913246,,,,,,,,,,,,,fountain,,,,,,,,,,POINT (12.928499221801758 41.913246154785156),node,,,,
167,,0.0,12.895035,1,1815044991,1341594207,41.838192,,,,,,,,,,,,,fountain,,,,,,,,,,POINT (12.895034790039062 41.838191986083984),node,,,,
168,,0.0,12.708965,2,1833421377,1342896086,41.7609,,,,,,,La Barcaccia,,,,,,fountain,,,,,,,survey,,,POINT (12.708965301513672 41.76089859008789),node,,,,
169,,0.0,12.70662,1,1833447120,1342896792,41.76215,,,,,,,,,,,,,fountain,,,,,,,,,,POINT (12.706620216369629 41.762149810791016),node,,,,
170,,0.0,12.658297,1,1834600235,1342986972,41.731136,,,,,,,,,,,,,fountain,,,,,,,,,,POINT (12.658296585083008 41.731136322021484),node,,,,
171,,0.0,12.269561,5,1868627654,1617187014,42.09287,,,,,,,,,,,,,fountain,,,,,,,,,,POINT (12.269560813903809 42.09286880493164),node,,,,
172,,0.0,12.887058,1,1868703973,1345127050,42.08815,,,,,,,Bottino,,,,,,fountain,,,,,,,,,,POINT (12.88705825805664 42.08815002441406),node,,,,
173,,0.0,12.892107,1,1868785596,1345132922,42.087963,,,,,,,F. Sant' Angelo,,,,,,fountain,,,,,,,,,,POINT (12.892107009887695 42.08796310424805),node,,,,
174,,0.0,12.897967,1,1868792328,1345133639,42.096504,,,,,,,F. Pavanello,,,,,,fountain,,,,,,,,,,POINT (12.897967338562012 42.09650421142578),node,,,,
175,,0.0,12.484065,1,1879017416,1345710526,41.912914,,,,,,,,,,,,,fountain,,,,,,,,,,POINT (12.484065055847168 41.91291427612305),node,,,,
176,,0.0,12.681015,2,1882896001,1360510872,41.808044,,,,,,,Piazza San Pietro,,,,,,fountain,,,,,,,,,,POINT (12.681015014648438 41.80804443359375),node,,,,
177,,0.0,12.50162,2,1885439658,1632829848,41.669384,,,,,,,,,,,,,fountain,,,,,,,,,,POINT (12.501620292663574 41.66938400268555),node,,,,
178,,0.0,12.68341,2,1885457681,1399396985,41.80322,,,,,,,Fontana dell'Attlante,,,,,,fountain,,,,,,,,,,POINT (12.683409690856934 41.803218841552734),node,,,,
179,,0.0,12.811353,1,1892060898,1346441480,42.006496,,,,,,,,,,,,,fountain,,,,,,,,,,POINT (12.811352729797363 42.00649642944336),node,,,,
180,,0.0,12.077852,1,1927493459,1348330048,41.94823,,,,,,,,,,,,,fountain,,,,,,,,,,POINT (12.077852249145508 41.9482307434082),node,,,,
181,,0.0,12.467832,1,1931544630,1348533208,41.837093,,,,,,,,,,,,,fountain,,,,,,,,,,POINT (12.4678316116333 41.837093353271484),node,,,,
182,,0.0,11.941213,3,1933948343,1578409452,42.152874,,,,,,,,,,,,,fountain,,yes,,,,,,,,POINT (11.94121265411377 42.15287399291992),node,,,,
183,,0.0,12.577362,1,1935088205,1348745111,41.91416,,,,,,,,,,,,,fountain,,,,,,,,,,POINT (12.577362060546875 41.914161682128906),node,,,,
184,,0.0,12.784492,2,1935792578,1430992269,42.06732,,,,,,,F. di San Nicola,,,,,,fountain,,,,,,,,,,POINT (12.784491539001465 42.06732177734375),node,,,,
185,,0.0,12.8196125,3,1993449351,1620908943,41.871693,,,,,,,Piazza Della Rocca,,,,,,fountain,,,,,,,,,,POINT (12.819612503051758 41.8716926574707),node,,,,
186,,0.0,12.617465,1,1996953352,1352035526,42.052464,,,,,,,Mancini,,,,,,cinema,,,,,,,,,,POINT (12.617465019226074 42.05246353149414),node,,,,
187,,0.0,12.600473,1,2103370530,1357763939,41.80038,,,,,,,,,,,,,fountain,,,,,,,,,,POINT (12.600473403930664 41.80038070678711),node,,,,
188,,0.0,12.485361,1,2110350369,1358152219,41.99482,,,,,,,,,,,,,fountain,,,,,,,,,,POINT (12.485361099243164 41.99481964111328),node,,,,
189,,0.0,12.429383,1,2110963573,1358183747,41.895306,,,,,,,,,,,,,fountain,,,,,,,,,,POINT (12.429383277893066 41.89530563354492),node,,,,
190,"{""wikidata"":""Q76964577""}",0.0,12.519423,2,2115178215,1586069319,41.922688,,,,,,,fontana dell'Acqua Marcia,,,,,,fountain,,,,,,,,,,POINT (12.51942253112793 41.92268753051758),node,,,,
191,,0.0,12.648889,1,2123762656,1358862324,41.746235,,,,,,,,,,,,,fountain,,,,,,,,,,POINT (12.64888858795166 41.74623489379883),node,,,,
192,,0.0,12.648796,1,2123786658,1358864078,41.74644,,,,,,,,,,,,,fountain,,,,,,,,,,POINT (12.648796081542969 41.74644088745117),node,,,,
193,,0.0,12.649069,1,2124628265,1358899932,41.746597,,,,,,,,,,,,,fountain,,,,,,,,,,POINT (12.649068832397461 41.74659729003906),node,,,,
194,"{""tourism"":""attraction""}",0.0,12.888541,3,2145835823,1507306448,41.839523,,,,,,,Fontana del Pupazzo,,,,,,fountain,,,,,,,,,,POINT (12.888541221618652 41.83952331542969),node,,,,
195,,0.0,12.775149,3,2187805973,1615453757,41.68404,Velletri,,,00049,,,Teatro di Terra,,,,,,theatre,,,,,,,,,,POINT (12.77514934539795 41.68404006958008),node,,,,
196,,0.0,12.776503,2,2187805974,1615453757,41.683365,Velletri,,,00049,,,Teatro Aurora,,,,,,theatre,,,,,,,,,,POINT (12.77650260925293 41.68336486816406),node,,,,
197,,0.0,12.542122,1,2222005079,1364207795,41.777985,,,,,,,,,,,,,fountain,,,,,,,,,,POINT (12.542121887207031 41.777984619140625),node,,,,
198,,0.0,13.214271,1,2235676335,1364595471,41.884018,,,,,,,,,,,,,fountain,,,,,,,,,,POINT (13.21427059173584 41.88401794433594),node,,,,
199,,0.0,12.479383,3,2244954388,1620513881,41.89539,,,41,,Via d'Aracoeli,,Escopazzo,,,,,http://www.escopazzo.it/,nightclub,,,,,,,+38 96835618,,,POINT (12.47938346862793 41.895389556884766),node,,,,
200,,0.0,12.470227,2,2244959592,1611755904,41.899452,Roma,,3,00186,Vicolo del Fico,,Level Club,,,,,http://levelroma.eu/,nightclub,,,,,,,+39 06 6880 8866,,,POINT (12.470227241516113 41.899452209472656),node,,,,
201,,0.0,12.511753,2,2244979909,1431979915,41.922543,,,2,,Via Bellinzona,,The Cotton Club,,,,,http://www.cottonclubroma.it/,nightclub,,,,,,,+39 349 070 9468,,,POINT (12.51175308227539 41.922542572021484),node,,,,
202,,0.0,12.464993,1,2246269261,1364984798,41.909035,,,,,,,,,,,,,fountain,,,,,,,,,,POINT (12.46499252319336 41.909034729003906),node,,,,
203,,0.0,12.679655,2,2265713309,1626001876,41.809128,,,,,,,Fontana di Piazza Paolo III,,,,,,fountain,,yes,,,,,,1697,,POINT (12.679655075073242 41.80912780761719),node,,,,
204,,0.0,12.397864,2,2278458845,1503354436,41.78012,,,,,,,,,,,,,theatre,,,,,,,,,,POINT (12.39786434173584 41.780120849609375),node,,,,
205,,0.0,12.477355,1,2291425588,1367678617,41.830696,,,,,,,,,,,,,planetarium,,,,,,,,,,POINT (12.477355003356934 41.83069610595703),node,,,,
206,,0.0,12.76119,1,2311145800,1368967229,41.792603,,,,,,,,,,,,,fountain,,,,,,,,,,POINT (12.761190414428711 41.7926025390625),node,,,,
207,,0.0,12.802764,1,2330791687,1370279465,41.821213,,,,,,,Teatro Auditorium Comunale,,,,,,theatre,,,,,,,,,,POINT (12.802763938903809 41.82121276855469),node,,,,
208,,0.0,13.039934,1,2346476104,1371322995,41.654022,,,,,,,,,,,,,fountain,,,,,,,,,,POINT (13.039934158325195 41.654022216796875),node,,,,
209,,0.0,12.673367,1,2391083668,1374377160,41.805336,,,,,,,,,,,,,fountain,,,,,,,,,,POINT (12.67336654663086 41.805335998535156),node,,,,
210,,0.0,12.673073,1,2391083675,1374377160,41.805626,,,,,,,,,,,,,fountain,,,,,,,,,,POINT (12.673072814941406 41.805625915527344),node,,,,
211,,0.0,12.673336,1,2391083721,1374377197,41.80505,,,,,,,,,,,,,fountain,,,,,,,,,,POINT (12.673336029052734 41.805049896240234),node,,,,
212,,0.0,12.673733,1,2391083722,1374377197,41.80526,,,,,,,,,,,,,fountain,,,,,,,,,,POINT (12.67373275756836 41.805259704589844),node,,,,
213,,0.0,12.682084,1,2391088309,1374379009,41.807056,,,,,,,,,,,,,fountain,,,,,,,,,,POINT (12.682084083557129 41.80705642700195),node,,,,
214,,0.0,12.539963,4,2403686867,1631703850,41.897278,Roma,,212,00159,Via di Portonaccio,,Qube,,,+39 06 438 5445,,qubedisco.com,nightclub,,,,,,,,,,POINT (12.539962768554688 41.89727783203125),node,,,,
215,,0.0,12.51924,1,2430098375,1377352260,41.86822,,,61,,Via Alessandro Luzio,,meta,,,,,,community_centre,,,,,,,,,,POINT (12.519240379333496 41.868221282958984),node,,,,
216,,0.0,12.661719,2,2434044541,1507034595,41.72693,,,,,,,,,,,,,fountain,,,,,,,,,,POINT (12.66171932220459 41.7269287109375),node,,,,
217,"{""description"":""Fontane del Bernini""}",0.0,12.672108,3,2434148345,1379630175,41.721203,,,,,,,,,,,,,fountain,,,,,,,,,,POINT (12.672107696533203 41.7212028503418),node,,,,
218,"{""description"":""Fontane del Bernini""}",0.0,12.671862,3,2434148350,1379630175,41.721367,,,,,,,,,,,,,fountain,,,,,,,,,,POINT (12.67186164855957 41.72136688232422),node,,,,
219,"{""alt_name"":""Fontana di Vermicino"",""architect"":""Luigi Vanvitelli"",""architect:wikipedia"":""it:Luigi Vanvitelli"",""loc_name"":""Fontanone"",""source_ref"":""https://www.rerumromanarum.com/2017/11/fontana-di-vermicino.html"",""year"":""1731""}",0.0,12.641693,3,2440868872,1626299069,41.82129,,,,,,,Fontanile Vanvitelli,,,,,,fountain,,,,,,,,,,POINT (12.641693115234375 41.8212890625),node,,,,
220,,0.0,12.736562,1,2448385651,1378495827,41.807392,,,,,,,Fontana dell'Angelo,,,,,,fountain,,,,,,,,,,POINT (12.73656177520752 41.80739212036133),node,,,,
221,,0.0,12.71577,3,2467796662,1576240536,41.718983,,,,,,,Diana Statue,,,,,,fountain,,,,,,,,,,POINT (12.71576976776123 41.7189826965332),node,,,,
222,"{""level"":""0""}",0.0,12.513218,4,2593354384,1600175897,41.884758,Roma,,36,00182,Via Taranto,info@teatrogolden.it,Teatro Golden,,,+39 06 70493826,,http://www.teatrogolden.it,theatre,,,,,,,,,,POINT (12.51321792602539 41.88475799560547),node,,,,
223,,0.0,12.679296,1,2597104789,1388162084,41.808144,,,,,,,Fontana dei Merli,,,,,,fountain,,,,,,,,,,POINT (12.679295539855957 41.808143615722656),node,,,,
224,,0.0,12.532766,1,2609654458,1388855313,41.891575,,,,,,,Belleville,,,,,,nightclub,,,,,,,,,,POINT (12.532766342163086 41.89157485961914),node,,,,
225,,0.0,12.5242605,1,2616968237,1389339528,41.882034,Roma,IT,21,00182,Via Mirandola,28divino@libero.it,28DiVino Jazz,,,,,http://www.28divino.com,nightclub,,,,,,,,,,POINT (12.524260520935059 41.88203430175781),node,,,,
226,,0.0,12.621998,1,2642955272,1391043941,42.24248,,,,,,,Acqua potabile,,,,,,fountain,,,,,,,,,,POINT (12.621997833251953 42.24248123168945),node,,,,
227,,0.0,12.677919,2,2651988806,1391510244,41.804146,,,,,,,,,,,,,fountain,,,,,,,,,,POINT (12.677919387817383 41.80414581298828),node,,,,
228,,0.0,12.468703,2,2687356401,1625849481,41.85798,,,6,,Via della Vasca Navale,info@acrobax.org,Acrobax,,,,,https://acrobax.org/,community_centre,,,,,,,,,,POINT (12.468703269958496 41.85797882080078),node,,,,
229,,0.0,12.453579,1,2710943675,1394466790,41.860252,,,,,,,,,,,,,fountain,,,,,,,,,,POINT (12.45357894897461 41.860252380371094),node,,,,
230,"{""wikidata"":""Q16612514""}",0.0,12.473959,5,2737700137,1641903169,41.880272,Roma,,5,00153,Via Rubattino,,Teatro Petrolini,,,,,,theatre,,,,,,,,,,POINT (12.473958969116211 41.880271911621094),node,,,,
231,"{""historic"":""fountain"",""note"":""fountain built at 1585 and relocated from Esquilin quarter to its present location in 1928"",""wikidata"":""Q3747364""}",0.0,12.467327,4,2737764495,1505387520,41.88804,,,,,,,Fontana del Prigione,,,,,,fountain,,,,,,,,1585/1928,it:Fontana del Prigione,POINT (12.467327117919922 41.888038635253906),node,,,,
232,,0.0,11.790381,2,2784028391,1531943710,42.09301,,,,,,,Fontana del Vanvitelli,,,,,,fountain,,,,,,,,,,POINT (11.79038143157959 42.09300994873047),node,,,,
233,,0.0,12.474861,4,2791024986,1560538074,41.875217,Roma,IT,48b,,Via di Monte Testaccio,,Coyote,Mo-Su 23:00-05:00,moco s.r.l.,+39 340 2445874,,http://coyotebar.it,nightclub,,,,,,,,,,POINT (12.474861145019531 41.87521743774414),node,,,,
234,,0.0,12.481411,1,2791029489,1397499584,41.86462,,,,,,,Saponeria,,,,,,nightclub,,,,,,,,,,POINT (12.48141098022461 41.864620208740234),node,,,,
235,"{""intermittent"":""yes""}",0.0,12.994345,6,2818908975,1555703388,42.025726,,,,,,,Fontana P.zza della Repubblica,,,,,,fountain,,,,,,,,,,POINT (12.994344711303711 42.025726318359375),node,,,,
236,"{""water"":""not_drinking""}",0.0,12.994646,2,2835994759,1599916178,42.02607,,,,,,,Pischera,,Comune di Roviano,,,,fountain,,,,,,,,,,POINT (12.994646072387695 42.02606964111328),node,,,,
237,,0.0,12.792977,8,2870040966,1556094648,41.73614,,,,,,,Fonte donzella,,,,,,fountain,,no,,,,,,,,POINT (12.792977333068848 41.736141204833984),node,,,,
238,,0.0,12.665661,1,2918518777,1402918369,41.770145,,,,,,,,,,,,,fountain,,,,,,,,,,POINT (12.665660858154297 41.770145416259766),node,,,,
239,,0.0,12.653821,1,2926391168,1403375532,41.730522,,,,,,,,,,,,,fountain,,,,,,,,,,POINT (12.653820991516113 41.73052215576172),node,,,,
240,"{""cuisine"":""pizza"",""fax"":""+39 06 72631926""}",0.0,12.598212,4,2951049488,1578223285,41.84829,Roma,,10,00173,Via Bernardino Alimena,info@ilbarriolatino.it,Barrio Latino,,,+39 06 72631926,,ilbarriolatino.it,nightclub,,,,,,,,,,POINT (12.598212242126465 41.848289489746094),node,,,,
241,,0.0,12.448838,1,2982550277,1406460824,41.91817,,,,,,,,,,,,,fountain,,,,,,,,,,POINT (12.448838233947754 41.91817092895508),node,,,,
242,"{""wikidata"":""Q3516773""}",0.0,12.486885,8,3039065548,1625072546,41.90422,Roma,,129,00187,Via Sistina,,Teatro Sistina,,,+39 06 4200711,,https://www.ilsistina.it/,theatre,,,,,,,,,it:Teatro Sistina,POINT (12.486885070800781 41.90422058105469),node,,,,
243,,0.0,12.6536255,1,3116863222,1412701551,41.74098,,,,,,,,,,,,,fountain,,,,,,,,,,POINT (12.65362548828125 41.7409782409668),node,,,,
244,,0.0,12.660233,2,3140262112,1413826194,41.735332,,,,,,,,,,,,,fountain,,,,,,,,,,POINT (12.660232543945312 41.73533248901367),node,,,,
245,,0.0,12.885938,1,3179353581,1415643777,41.786125,,,,,,,,,,,,,fountain,,,,,,,,,,POINT (12.885937690734863 41.78612518310547),node,,,,
246,"{""wheelchair"":""no""}",0.0,12.473515,3,3185502321,1572361358,41.895134,Roma,,18,00186,Via di Grotta Pinta,,Teatro dei Satiri,,,,,https://www.teatrodeisatiri.it/,theatre,,,,,,,,,,POINT (12.473514556884766 41.89513397216797),node,,,,
